"","FIPS_county","Year","State","County.name","FIPS","County.code","county_ansi","Yield.bu.acre"
"320343","17011",1997,"ILLINOIS","BUREAU","17","011","011",261000
"320344","17015",1997,"ILLINOIS","CARROLL","17","015","015",139000
"320345","17073",1997,"ILLINOIS","HENRY","17","073","073",223900
"320346","17085",1997,"ILLINOIS","JO DAVIESS","17","085","085",84500
"320347","17103",1997,"ILLINOIS","LEE","17","103","103",212000
"320348","17131",1997,"ILLINOIS","MERCER","17","131","131",125000
"320349","17141",1997,"ILLINOIS","OGLE","17","141","141",199000
"320350","17155",1997,"ILLINOIS","PUTNAM","17","155","155",33600
"320351","17161",1997,"ILLINOIS","ROCK ISLAND","17","161","161",68100
"320352","17177",1997,"ILLINOIS","STEPHENSON","17","177","177",165000
"320353","17195",1997,"ILLINOIS","WHITESIDE","17","195","195",205900
"320354","17201",1997,"ILLINOIS","WINNEBAGO","17","201","201",94000
"320355","17007",1997,"ILLINOIS","BOONE","17","007","007",66900
"320356","17031",1997,"ILLINOIS","COOK","17","031","031",8600
"320357","17037",1997,"ILLINOIS","DE KALB","17","037","037",204600
"320358","17043",1997,"ILLINOIS","DU PAGE","17","043","043",6800
"320359","17063",1997,"ILLINOIS","GRUNDY","17","063","063",110000
"320360","17089",1997,"ILLINOIS","KANE","17","089","089",102700
"320361","17093",1997,"ILLINOIS","KENDALL","17","093","093",84000
"320362","17097",1997,"ILLINOIS","LAKE","17","097","097",14500
"320363","17099",1997,"ILLINOIS","LA SALLE","17","099","099",291300
"320364","17111",1997,"ILLINOIS","MCHENRY","17","111","111",105600
"320365","17197",1997,"ILLINOIS","WILL","17","197","197",135000
"320366","17001",1997,"ILLINOIS","ADAMS","17","001","001",130200
"320367","17009",1997,"ILLINOIS","BROWN","17","009","009",38600
"320368","17057",1997,"ILLINOIS","FULTON","17","057","057",164100
"320369","17067",1997,"ILLINOIS","HANCOCK","17","067","067",152500
"320370","17071",1997,"ILLINOIS","HENDERSON","17","071","071",94000
"320371","17095",1997,"ILLINOIS","KNOX","17","095","095",153000
"320372","17109",1997,"ILLINOIS","MCDONOUGH","17","109","109",137100
"320373","17169",1997,"ILLINOIS","SCHUYLER","17","169","169",64500
"320374","17187",1997,"ILLINOIS","WARREN","17","187","187",144000
"320375","17039",1997,"ILLINOIS","DE WITT","17","039","039",97600
"320376","17107",1997,"ILLINOIS","LOGAN","17","107","107",183400
"320377","17113",1997,"ILLINOIS","MCLEAN","17","113","113",336000
"320378","17115",1997,"ILLINOIS","MACON","17","115","115",149300
"320379","17123",1997,"ILLINOIS","MARSHALL","17","123","123",91400
"320380","17125",1997,"ILLINOIS","MASON","17","125","125",115700
"320381","17129",1997,"ILLINOIS","MENARD","17","129","129",71600
"320382","17143",1997,"ILLINOIS","PEORIA","17","143","143",109200
"320383","17175",1997,"ILLINOIS","STARK","17","175","175",90600
"320384","17179",1997,"ILLINOIS","TAZEWELL","17","179","179",151000
"320385","17203",1997,"ILLINOIS","WOODFORD","17","203","203",137200
"320386","17019",1997,"ILLINOIS","CHAMPAIGN","17","019","019",275000
"320387","17053",1997,"ILLINOIS","FORD","17","053","053",145000
"320388","17075",1997,"ILLINOIS","IROQUOIS","17","075","075",320800
"320389","17091",1997,"ILLINOIS","KANKAKEE","17","091","091",187000
"320390","17105",1997,"ILLINOIS","LIVINGSTON","17","105","105",295200
"320391","17147",1997,"ILLINOIS","PIATT","17","147","147",121000
"320392","17183",1997,"ILLINOIS","VERMILION","17","183","183",226000
"320393","17005",1997,"ILLINOIS","BOND","17","005","005",51000
"320394","17013",1997,"ILLINOIS","CALHOUN","17","013","013",21700
"320395","17017",1997,"ILLINOIS","CASS","17","017","017",79300
"320396","17021",1997,"ILLINOIS","CHRISTIAN","17","021","021",185100
"320397","17061",1997,"ILLINOIS","GREENE","17","061","061",111900
"320398","17083",1997,"ILLINOIS","JERSEY","17","083","083",55100
"320399","17117",1997,"ILLINOIS","MACOUPIN","17","117","117",149000
"320400","17119",1997,"ILLINOIS","MADISON","17","119","119",91000
"320401","17135",1997,"ILLINOIS","MONTGOMERY","17","135","135",157000
"320402","17137",1997,"ILLINOIS","MORGAN","17","137","137",127000
"320403","17149",1997,"ILLINOIS","PIKE","17","149","149",134900
"320404","17167",1997,"ILLINOIS","SANGAMON","17","167","167",209000
"320405","17171",1997,"ILLINOIS","SCOTT","17","171","171",53000
"320406","17023",1997,"ILLINOIS","CLARK","17","023","023",105300
"320407","17025",1997,"ILLINOIS","CLAY","17","025","025",65200
"320408","17029",1997,"ILLINOIS","COLES","17","029","029",116300
"320409","17033",1997,"ILLINOIS","CRAWFORD","17","033","033",79100
"320410","17035",1997,"ILLINOIS","CUMBERLAND","17","035","035",70700
"320411","17041",1997,"ILLINOIS","DOUGLAS","17","041","041",120100
"320412","17045",1997,"ILLINOIS","EDGAR","17","045","045",157300
"320413","17049",1997,"ILLINOIS","EFFINGHAM","17","049","049",90700
"320414","17051",1997,"ILLINOIS","FAYETTE","17","051","051",90000
"320415","17079",1997,"ILLINOIS","JASPER","17","079","079",93000
"320416","17101",1997,"ILLINOIS","LAWRENCE","17","101","101",77100
"320417","17121",1997,"ILLINOIS","MARION","17","121","121",56400
"320418","17139",1997,"ILLINOIS","MOULTRIE","17","139","139",89300
"320419","17159",1997,"ILLINOIS","RICHLAND","17","159","159",72300
"320420","17173",1997,"ILLINOIS","SHELBY","17","173","173",167200
"320421","17003",1997,"ILLINOIS","ALEXANDER","17","003","003",9600
"320422","17027",1997,"ILLINOIS","CLINTON","17","027","027",74700
"320423","17077",1997,"ILLINOIS","JACKSON","17","077","077",32900
"320424","17087",1997,"ILLINOIS","JOHNSON","17","087","087",10800
"320425","17133",1997,"ILLINOIS","MONROE","17","133","133",40000
"320426","17145",1997,"ILLINOIS","PERRY","17","145","145",43000
"320427","17153",1997,"ILLINOIS","PULASKI","17","153","153",15700
"320428","17157",1997,"ILLINOIS","RANDOLPH","17","157","157",52900
"320429","17163",1997,"ILLINOIS","ST CLAIR","17","163","163",87800
"320430","17181",1997,"ILLINOIS","UNION","17","181","181",14700
"320431","17189",1997,"ILLINOIS","WASHINGTON","17","189","189",86900
"320432","17199",1997,"ILLINOIS","WILLIAMSON","17","199","199",13000
"320433","17047",1997,"ILLINOIS","EDWARDS","17","047","047",40500
"320434","17055",1997,"ILLINOIS","FRANKLIN","17","055","055",42700
"320435","17059",1997,"ILLINOIS","GALLATIN","17","059","059",75000
"320436","17065",1997,"ILLINOIS","HAMILTON","17","065","065",60600
"320437","17069",1997,"ILLINOIS","HARDIN","17","069","069",2800
"320438","17081",1997,"ILLINOIS","JEFFERSON","17","081","081",45100
"320439","17127",1997,"ILLINOIS","MASSAC","17","127","127",26700
"320440","17151",1997,"ILLINOIS","POPE","17","151","151",7800
"320441","17165",1997,"ILLINOIS","SALINE","17","165","165",42500
"320442","17185",1997,"ILLINOIS","WABASH","17","185","185",49600
"320443","17191",1997,"ILLINOIS","WAYNE","17","191","191",88500
"320444","17193",1997,"ILLINOIS","WHITE","17","193","193",89200
"322858","17011",1997,"ILLINOIS","BUREAU","17","011","011",130
"322859","17015",1997,"ILLINOIS","CARROLL","17","015","015",137
"322860","17073",1997,"ILLINOIS","HENRY","17","073","073",123
"322861","17085",1997,"ILLINOIS","JO DAVIESS","17","085","085",134
"322862","17103",1997,"ILLINOIS","LEE","17","103","103",126
"322863","17131",1997,"ILLINOIS","MERCER","17","131","131",125
"322864","17141",1997,"ILLINOIS","OGLE","17","141","141",138
"322865","17155",1997,"ILLINOIS","PUTNAM","17","155","155",136
"322866","17161",1997,"ILLINOIS","ROCK ISLAND","17","161","161",130
"322867","17177",1997,"ILLINOIS","STEPHENSON","17","177","177",134
"322868","17195",1997,"ILLINOIS","WHITESIDE","17","195","195",135
"322869","17201",1997,"ILLINOIS","WINNEBAGO","17","201","201",136
"322870","17007",1997,"ILLINOIS","BOONE","17","007","007",137
"322871","17031",1997,"ILLINOIS","COOK","17","031","031",128
"322872","17037",1997,"ILLINOIS","DE KALB","17","037","037",142
"322873","17043",1997,"ILLINOIS","DU PAGE","17","043","043",129
"322874","17063",1997,"ILLINOIS","GRUNDY","17","063","063",127
"322875","17089",1997,"ILLINOIS","KANE","17","089","089",144
"322876","17093",1997,"ILLINOIS","KENDALL","17","093","093",115
"322877","17097",1997,"ILLINOIS","LAKE","17","097","097",122
"322878","17099",1997,"ILLINOIS","LA SALLE","17","099","099",131
"322879","17111",1997,"ILLINOIS","MCHENRY","17","111","111",139
"322880","17197",1997,"ILLINOIS","WILL","17","197","197",136
"322881","17001",1997,"ILLINOIS","ADAMS","17","001","001",133
"322882","17009",1997,"ILLINOIS","BROWN","17","009","009",118
"322883","17057",1997,"ILLINOIS","FULTON","17","057","057",126
"322884","17067",1997,"ILLINOIS","HANCOCK","17","067","067",140
"322885","17071",1997,"ILLINOIS","HENDERSON","17","071","071",136
"322886","17095",1997,"ILLINOIS","KNOX","17","095","095",145
"322887","17109",1997,"ILLINOIS","MCDONOUGH","17","109","109",138
"322888","17169",1997,"ILLINOIS","SCHUYLER","17","169","169",122
"322889","17187",1997,"ILLINOIS","WARREN","17","187","187",141
"322890","17039",1997,"ILLINOIS","DE WITT","17","039","039",148
"322891","17107",1997,"ILLINOIS","LOGAN","17","107","107",137
"322892","17113",1997,"ILLINOIS","MCLEAN","17","113","113",143
"322893","17115",1997,"ILLINOIS","MACON","17","115","115",155
"322894","17123",1997,"ILLINOIS","MARSHALL","17","123","123",140
"322895","17125",1997,"ILLINOIS","MASON","17","125","125",131
"322896","17129",1997,"ILLINOIS","MENARD","17","129","129",135
"322897","17143",1997,"ILLINOIS","PEORIA","17","143","143",138
"322898","17175",1997,"ILLINOIS","STARK","17","175","175",145
"322899","17179",1997,"ILLINOIS","TAZEWELL","17","179","179",130
"322900","17203",1997,"ILLINOIS","WOODFORD","17","203","203",138
"322901","17019",1997,"ILLINOIS","CHAMPAIGN","17","019","019",140
"322902","17053",1997,"ILLINOIS","FORD","17","053","053",136
"322903","17075",1997,"ILLINOIS","IROQUOIS","17","075","075",137
"322904","17091",1997,"ILLINOIS","KANKAKEE","17","091","091",126
"322905","17105",1997,"ILLINOIS","LIVINGSTON","17","105","105",122
"322906","17147",1997,"ILLINOIS","PIATT","17","147","147",147
"322907","17183",1997,"ILLINOIS","VERMILION","17","183","183",130
"322908","17005",1997,"ILLINOIS","BOND","17","005","005",109
"322909","17013",1997,"ILLINOIS","CALHOUN","17","013","013",117
"322910","17017",1997,"ILLINOIS","CASS","17","017","017",123
"322911","17021",1997,"ILLINOIS","CHRISTIAN","17","021","021",148
"322912","17061",1997,"ILLINOIS","GREENE","17","061","061",130
"322913","17083",1997,"ILLINOIS","JERSEY","17","083","083",121
"322914","17117",1997,"ILLINOIS","MACOUPIN","17","117","117",128
"322915","17119",1997,"ILLINOIS","MADISON","17","119","119",128
"322916","17135",1997,"ILLINOIS","MONTGOMERY","17","135","135",130
"322917","17137",1997,"ILLINOIS","MORGAN","17","137","137",132
"322918","17149",1997,"ILLINOIS","PIKE","17","149","149",132
"322919","17167",1997,"ILLINOIS","SANGAMON","17","167","167",143
"322920","17171",1997,"ILLINOIS","SCOTT","17","171","171",134
"322921","17023",1997,"ILLINOIS","CLARK","17","023","023",123
"322922","17025",1997,"ILLINOIS","CLAY","17","025","025",100
"322923","17029",1997,"ILLINOIS","COLES","17","029","029",138
"322924","17033",1997,"ILLINOIS","CRAWFORD","17","033","033",102
"322925","17035",1997,"ILLINOIS","CUMBERLAND","17","035","035",119
"322926","17041",1997,"ILLINOIS","DOUGLAS","17","041","041",130
"322927","17045",1997,"ILLINOIS","EDGAR","17","045","045",130
"322928","17049",1997,"ILLINOIS","EFFINGHAM","17","049","049",104
"322929","17051",1997,"ILLINOIS","FAYETTE","17","051","051",115
"322930","17079",1997,"ILLINOIS","JASPER","17","079","079",117
"322931","17101",1997,"ILLINOIS","LAWRENCE","17","101","101",94
"322932","17121",1997,"ILLINOIS","MARION","17","121","121",99
"322933","17139",1997,"ILLINOIS","MOULTRIE","17","139","139",141
"322934","17159",1997,"ILLINOIS","RICHLAND","17","159","159",94
"322935","17173",1997,"ILLINOIS","SHELBY","17","173","173",129
"322936","17003",1997,"ILLINOIS","ALEXANDER","17","003","003",113
"322937","17027",1997,"ILLINOIS","CLINTON","17","027","027",96
"322938","17077",1997,"ILLINOIS","JACKSON","17","077","077",89
"322939","17087",1997,"ILLINOIS","JOHNSON","17","087","087",81
"322940","17133",1997,"ILLINOIS","MONROE","17","133","133",104
"322941","17145",1997,"ILLINOIS","PERRY","17","145","145",71
"322942","17153",1997,"ILLINOIS","PULASKI","17","153","153",114
"322943","17157",1997,"ILLINOIS","RANDOLPH","17","157","157",83
"322944","17163",1997,"ILLINOIS","ST CLAIR","17","163","163",124
"322945","17181",1997,"ILLINOIS","UNION","17","181","181",102
"322946","17189",1997,"ILLINOIS","WASHINGTON","17","189","189",96
"322947","17199",1997,"ILLINOIS","WILLIAMSON","17","199","199",87
"322948","17047",1997,"ILLINOIS","EDWARDS","17","047","047",105
"322949","17055",1997,"ILLINOIS","FRANKLIN","17","055","055",81
"322950","17059",1997,"ILLINOIS","GALLATIN","17","059","059",115
"322951","17065",1997,"ILLINOIS","HAMILTON","17","065","065",106
"322952","17069",1997,"ILLINOIS","HARDIN","17","069","069",93
"322953","17081",1997,"ILLINOIS","JEFFERSON","17","081","081",87
"322954","17127",1997,"ILLINOIS","MASSAC","17","127","127",90
"322955","17151",1997,"ILLINOIS","POPE","17","151","151",72
"322956","17165",1997,"ILLINOIS","SALINE","17","165","165",88
"322957","17185",1997,"ILLINOIS","WABASH","17","185","185",106
"322958","17191",1997,"ILLINOIS","WAYNE","17","191","191",105
"322959","17193",1997,"ILLINOIS","WHITE","17","193","193",100
"325542","17011",1998,"ILLINOIS","BUREAU","17","011","011",237000
"325543","17015",1998,"ILLINOIS","CARROLL","17","015","015",133000
"325544","17073",1998,"ILLINOIS","HENRY","17","073","073",198000
"325545","17085",1998,"ILLINOIS","JO DAVIESS","17","085","085",80300
"325546","17103",1998,"ILLINOIS","LEE","17","103","103",194000
"325547","17131",1998,"ILLINOIS","MERCER","17","131","131",119000
"325548","17141",1998,"ILLINOIS","OGLE","17","141","141",170000
"325549","17155",1998,"ILLINOIS","PUTNAM","17","155","155",31700
"325550","17161",1998,"ILLINOIS","ROCK ISLAND","17","161","161",58000
"325551","17177",1998,"ILLINOIS","STEPHENSON","17","177","177",148000
"325552","17195",1998,"ILLINOIS","WHITESIDE","17","195","195",182000
"325553","17201",1998,"ILLINOIS","WINNEBAGO","17","201","201",81000
"325554","17007",1998,"ILLINOIS","BOONE","17","007","007",58000
"325555","17031",1998,"ILLINOIS","COOK","17","031","031",8800
"325556","17037",1998,"ILLINOIS","DE KALB","17","037","037",193000
"325557","17043",1998,"ILLINOIS","DU PAGE","17","043","043",6900
"325558","17063",1998,"ILLINOIS","GRUNDY","17","063","063",103000
"325559","17089",1998,"ILLINOIS","KANE","17","089","089",88000
"325560","17093",1998,"ILLINOIS","KENDALL","17","093","093",80000
"325561","17097",1998,"ILLINOIS","LAKE","17","097","097",15600
"325562","17099",1998,"ILLINOIS","LA SALLE","17","099","099",285000
"325563","17111",1998,"ILLINOIS","MCHENRY","17","111","111",106700
"325564","17197",1998,"ILLINOIS","WILL","17","197","197",120000
"325565","17001",1998,"ILLINOIS","ADAMS","17","001","001",119000
"325566","17009",1998,"ILLINOIS","BROWN","17","009","009",41700
"325567","17057",1998,"ILLINOIS","FULTON","17","057","057",168000
"325568","17067",1998,"ILLINOIS","HANCOCK","17","067","067",155000
"325569","17071",1998,"ILLINOIS","HENDERSON","17","071","071",83000
"325570","17095",1998,"ILLINOIS","KNOX","17","095","095",160000
"325571","17109",1998,"ILLINOIS","MCDONOUGH","17","109","109",133000
"325572","17169",1998,"ILLINOIS","SCHUYLER","17","169","169",51300
"325573","17187",1998,"ILLINOIS","WARREN","17","187","187",137000
"325574","17039",1998,"ILLINOIS","DE WITT","17","039","039",94800
"325575","17107",1998,"ILLINOIS","LOGAN","17","107","107",185000
"325576","17113",1998,"ILLINOIS","MCLEAN","17","113","113",336000
"325577","17115",1998,"ILLINOIS","MACON","17","115","115",151600
"325578","17123",1998,"ILLINOIS","MARSHALL","17","123","123",90000
"325579","17125",1998,"ILLINOIS","MASON","17","125","125",115000
"325580","17129",1998,"ILLINOIS","MENARD","17","129","129",70800
"325581","17143",1998,"ILLINOIS","PEORIA","17","143","143",110000
"325582","17175",1998,"ILLINOIS","STARK","17","175","175",75800
"325583","17179",1998,"ILLINOIS","TAZEWELL","17","179","179",151000
"325584","17203",1998,"ILLINOIS","WOODFORD","17","203","203",131000
"325585","17019",1998,"ILLINOIS","CHAMPAIGN","17","019","019",267000
"325586","17053",1998,"ILLINOIS","FORD","17","053","053",134000
"325587","17075",1998,"ILLINOIS","IROQUOIS","17","075","075",303000
"325588","17091",1998,"ILLINOIS","KANKAKEE","17","091","091",195000
"325589","17105",1998,"ILLINOIS","LIVINGSTON","17","105","105",284000
"325590","17147",1998,"ILLINOIS","PIATT","17","147","147",118000
"325591","17183",1998,"ILLINOIS","VERMILION","17","183","183",210000
"325592","17005",1998,"ILLINOIS","BOND","17","005","005",46000
"325593","17013",1998,"ILLINOIS","CALHOUN","17","013","013",17000
"325594","17017",1998,"ILLINOIS","CASS","17","017","017",86000
"325595","17021",1998,"ILLINOIS","CHRISTIAN","17","021","021",172000
"325596","17061",1998,"ILLINOIS","GREENE","17","061","061",111000
"325597","17083",1998,"ILLINOIS","JERSEY","17","083","083",56000
"325598","17117",1998,"ILLINOIS","MACOUPIN","17","117","117",147000
"325599","17119",1998,"ILLINOIS","MADISON","17","119","119",83000
"325600","17135",1998,"ILLINOIS","MONTGOMERY","17","135","135",144000
"325601","17137",1998,"ILLINOIS","MORGAN","17","137","137",122000
"325602","17149",1998,"ILLINOIS","PIKE","17","149","149",133000
"325603","17167",1998,"ILLINOIS","SANGAMON","17","167","167",213000
"325604","17171",1998,"ILLINOIS","SCOTT","17","171","171",53000
"325605","17023",1998,"ILLINOIS","CLARK","17","023","023",87000
"325606","17025",1998,"ILLINOIS","CLAY","17","025","025",58000
"325607","17029",1998,"ILLINOIS","COLES","17","029","029",112600
"325608","17033",1998,"ILLINOIS","CRAWFORD","17","033","033",74800
"325609","17035",1998,"ILLINOIS","CUMBERLAND","17","035","035",68000
"325610","17041",1998,"ILLINOIS","DOUGLAS","17","041","041",115800
"325611","17045",1998,"ILLINOIS","EDGAR","17","045","045",154000
"325612","17049",1998,"ILLINOIS","EFFINGHAM","17","049","049",86000
"325613","17051",1998,"ILLINOIS","FAYETTE","17","051","051",83000
"325614","17079",1998,"ILLINOIS","JASPER","17","079","079",80400
"325615","17101",1998,"ILLINOIS","LAWRENCE","17","101","101",66000
"325616","17121",1998,"ILLINOIS","MARION","17","121","121",49800
"325617","17139",1998,"ILLINOIS","MOULTRIE","17","139","139",88800
"325618","17159",1998,"ILLINOIS","RICHLAND","17","159","159",64800
"325619","17173",1998,"ILLINOIS","SHELBY","17","173","173",161000
"325620","17003",1998,"ILLINOIS","ALEXANDER","17","003","003",7800
"325621","17027",1998,"ILLINOIS","CLINTON","17","027","027",62400
"325622","17077",1998,"ILLINOIS","JACKSON","17","077","077",29000
"325623","17087",1998,"ILLINOIS","JOHNSON","17","087","087",11700
"325624","17133",1998,"ILLINOIS","MONROE","17","133","133",41000
"325625","17145",1998,"ILLINOIS","PERRY","17","145","145",37000
"325626","17153",1998,"ILLINOIS","PULASKI","17","153","153",14200
"325627","17157",1998,"ILLINOIS","RANDOLPH","17","157","157",51000
"325628","17163",1998,"ILLINOIS","ST CLAIR","17","163","163",83000
"325629","17181",1998,"ILLINOIS","UNION","17","181","181",11900
"325630","17189",1998,"ILLINOIS","WASHINGTON","17","189","189",86000
"325631","17199",1998,"ILLINOIS","WILLIAMSON","17","199","199",15000
"325632","17047",1998,"ILLINOIS","EDWARDS","17","047","047",36000
"325633","17055",1998,"ILLINOIS","FRANKLIN","17","055","055",33000
"325634","17059",1998,"ILLINOIS","GALLATIN","17","059","059",82000
"325635","17065",1998,"ILLINOIS","HAMILTON","17","065","065",49000
"325636","17069",1998,"ILLINOIS","HARDIN","17","069","069",1900
"325637","17081",1998,"ILLINOIS","JEFFERSON","17","081","081",38000
"325638","17127",1998,"ILLINOIS","MASSAC","17","127","127",26800
"325639","17151",1998,"ILLINOIS","POPE","17","151","151",6900
"325640","17165",1998,"ILLINOIS","SALINE","17","165","165",34000
"325641","17185",1998,"ILLINOIS","WABASH","17","185","185",41800
"325642","17191",1998,"ILLINOIS","WAYNE","17","191","191",74000
"325643","17193",1998,"ILLINOIS","WHITE","17","193","193",76600
"328069","17011",1998,"ILLINOIS","BUREAU","17","011","011",161
"328070","17015",1998,"ILLINOIS","CARROLL","17","015","015",159
"328071","17073",1998,"ILLINOIS","HENRY","17","073","073",156
"328072","17085",1998,"ILLINOIS","JO DAVIESS","17","085","085",158
"328073","17103",1998,"ILLINOIS","LEE","17","103","103",168
"328074","17131",1998,"ILLINOIS","MERCER","17","131","131",142
"328075","17141",1998,"ILLINOIS","OGLE","17","141","141",159
"328076","17155",1998,"ILLINOIS","PUTNAM","17","155","155",158
"328077","17161",1998,"ILLINOIS","ROCK ISLAND","17","161","161",150
"328078","17177",1998,"ILLINOIS","STEPHENSON","17","177","177",158
"328079","17195",1998,"ILLINOIS","WHITESIDE","17","195","195",152
"328080","17201",1998,"ILLINOIS","WINNEBAGO","17","201","201",149
"328081","17007",1998,"ILLINOIS","BOONE","17","007","007",159
"328082","17031",1998,"ILLINOIS","COOK","17","031","031",131
"328083","17037",1998,"ILLINOIS","DE KALB","17","037","037",172
"328084","17043",1998,"ILLINOIS","DU PAGE","17","043","043",156
"328085","17063",1998,"ILLINOIS","GRUNDY","17","063","063",147
"328086","17089",1998,"ILLINOIS","KANE","17","089","089",170
"328087","17093",1998,"ILLINOIS","KENDALL","17","093","093",159
"328088","17097",1998,"ILLINOIS","LAKE","17","097","097",120
"328089","17099",1998,"ILLINOIS","LA SALLE","17","099","099",149
"328090","17111",1998,"ILLINOIS","MCHENRY","17","111","111",151
"328091","17197",1998,"ILLINOIS","WILL","17","197","197",143
"328092","17001",1998,"ILLINOIS","ADAMS","17","001","001",131
"328093","17009",1998,"ILLINOIS","BROWN","17","009","009",142
"328094","17057",1998,"ILLINOIS","FULTON","17","057","057",138
"328095","17067",1998,"ILLINOIS","HANCOCK","17","067","067",133
"328096","17071",1998,"ILLINOIS","HENDERSON","17","071","071",145
"328097","17095",1998,"ILLINOIS","KNOX","17","095","095",154
"328098","17109",1998,"ILLINOIS","MCDONOUGH","17","109","109",150
"328099","17169",1998,"ILLINOIS","SCHUYLER","17","169","169",144
"328100","17187",1998,"ILLINOIS","WARREN","17","187","187",150
"328101","17039",1998,"ILLINOIS","DE WITT","17","039","039",149
"328102","17107",1998,"ILLINOIS","LOGAN","17","107","107",149
"328103","17113",1998,"ILLINOIS","MCLEAN","17","113","113",149
"328104","17115",1998,"ILLINOIS","MACON","17","115","115",150
"328105","17123",1998,"ILLINOIS","MARSHALL","17","123","123",155
"328106","17125",1998,"ILLINOIS","MASON","17","125","125",140
"328107","17129",1998,"ILLINOIS","MENARD","17","129","129",145
"328108","17143",1998,"ILLINOIS","PEORIA","17","143","143",149
"328109","17175",1998,"ILLINOIS","STARK","17","175","175",159
"328110","17179",1998,"ILLINOIS","TAZEWELL","17","179","179",142
"328111","17203",1998,"ILLINOIS","WOODFORD","17","203","203",156
"328112","17019",1998,"ILLINOIS","CHAMPAIGN","17","019","019",140
"328113","17053",1998,"ILLINOIS","FORD","17","053","053",130
"328114","17075",1998,"ILLINOIS","IROQUOIS","17","075","075",137
"328115","17091",1998,"ILLINOIS","KANKAKEE","17","091","091",141
"328116","17105",1998,"ILLINOIS","LIVINGSTON","17","105","105",132
"328117","17147",1998,"ILLINOIS","PIATT","17","147","147",143
"328118","17183",1998,"ILLINOIS","VERMILION","17","183","183",130
"328119","17005",1998,"ILLINOIS","BOND","17","005","005",118
"328120","17013",1998,"ILLINOIS","CALHOUN","17","013","013",129
"328121","17017",1998,"ILLINOIS","CASS","17","017","017",144
"328122","17021",1998,"ILLINOIS","CHRISTIAN","17","021","021",148
"328123","17061",1998,"ILLINOIS","GREENE","17","061","061",129
"328124","17083",1998,"ILLINOIS","JERSEY","17","083","083",138
"328125","17117",1998,"ILLINOIS","MACOUPIN","17","117","117",137
"328126","17119",1998,"ILLINOIS","MADISON","17","119","119",127
"328127","17135",1998,"ILLINOIS","MONTGOMERY","17","135","135",144
"328128","17137",1998,"ILLINOIS","MORGAN","17","137","137",145
"328129","17149",1998,"ILLINOIS","PIKE","17","149","149",142
"328130","17167",1998,"ILLINOIS","SANGAMON","17","167","167",151
"328131","17171",1998,"ILLINOIS","SCOTT","17","171","171",139
"328132","17023",1998,"ILLINOIS","CLARK","17","023","023",129
"328133","17025",1998,"ILLINOIS","CLAY","17","025","025",102
"328134","17029",1998,"ILLINOIS","COLES","17","029","029",139
"328135","17033",1998,"ILLINOIS","CRAWFORD","17","033","033",122
"328136","17035",1998,"ILLINOIS","CUMBERLAND","17","035","035",135
"328137","17041",1998,"ILLINOIS","DOUGLAS","17","041","041",123
"328138","17045",1998,"ILLINOIS","EDGAR","17","045","045",126
"328139","17049",1998,"ILLINOIS","EFFINGHAM","17","049","049",134
"328140","17051",1998,"ILLINOIS","FAYETTE","17","051","051",130
"328141","17079",1998,"ILLINOIS","JASPER","17","079","079",122
"328142","17101",1998,"ILLINOIS","LAWRENCE","17","101","101",114
"328143","17121",1998,"ILLINOIS","MARION","17","121","121",110
"328144","17139",1998,"ILLINOIS","MOULTRIE","17","139","139",149
"328145","17159",1998,"ILLINOIS","RICHLAND","17","159","159",108
"328146","17173",1998,"ILLINOIS","SHELBY","17","173","173",141
"328147","17003",1998,"ILLINOIS","ALEXANDER","17","003","003",115
"328148","17027",1998,"ILLINOIS","CLINTON","17","027","027",118
"328149","17077",1998,"ILLINOIS","JACKSON","17","077","077",96
"328150","17087",1998,"ILLINOIS","JOHNSON","17","087","087",96
"328151","17133",1998,"ILLINOIS","MONROE","17","133","133",114
"328152","17145",1998,"ILLINOIS","PERRY","17","145","145",87
"328153","17153",1998,"ILLINOIS","PULASKI","17","153","153",109
"328154","17157",1998,"ILLINOIS","RANDOLPH","17","157","157",106
"328155","17163",1998,"ILLINOIS","ST CLAIR","17","163","163",129
"328156","17181",1998,"ILLINOIS","UNION","17","181","181",119
"328157","17189",1998,"ILLINOIS","WASHINGTON","17","189","189",121
"328158","17199",1998,"ILLINOIS","WILLIAMSON","17","199","199",87
"328159","17047",1998,"ILLINOIS","EDWARDS","17","047","047",118
"328160","17055",1998,"ILLINOIS","FRANKLIN","17","055","055",88
"328161","17059",1998,"ILLINOIS","GALLATIN","17","059","059",112
"328162","17065",1998,"ILLINOIS","HAMILTON","17","065","065",104
"328163","17069",1998,"ILLINOIS","HARDIN","17","069","069",85
"328164","17081",1998,"ILLINOIS","JEFFERSON","17","081","081",103
"328165","17127",1998,"ILLINOIS","MASSAC","17","127","127",103
"328166","17151",1998,"ILLINOIS","POPE","17","151","151",73
"328167","17165",1998,"ILLINOIS","SALINE","17","165","165",91
"328168","17185",1998,"ILLINOIS","WABASH","17","185","185",120
"328169","17191",1998,"ILLINOIS","WAYNE","17","191","191",105
"328170","17193",1998,"ILLINOIS","WHITE","17","193","193",109
"330728","17011",1999,"ILLINOIS","BUREAU","17","011","011",239000
"330729","17015",1999,"ILLINOIS","CARROLL","17","015","015",125000
"330730","17073",1999,"ILLINOIS","HENRY","17","073","073",210000
"330731","17085",1999,"ILLINOIS","JO DAVIESS","17","085","085",75000
